AreaID|ManagedAreaName|ParameterName|ShellType|SizeClass|HabitatType|N_Years|SufficientData|EarliestLiveDate|LatestLiveDate|LastSampleDate|N_Data|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs|Intercept|ModelEstimate|StandardError|LowerConfidence|UpperConfidence
29|Mosquito Lagoon Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|2|FALSE|2015|2016|2016-06-05T00:00:00Z|170|10|87|45|47.2411764705882|16.8419579890102|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017|||||
29|Mosquito Lagoon Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|2|FALSE|2015|2016|2016-06-05T00:00:00Z|620|75|136|84|86.5148387096774|10.0229577733545|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017|||||
29|Mosquito Lagoon Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|2|FALSE|2015|2016|2016-06-05T00:00:00Z|3105|25|74.9|46|47.4332367149759|14.1079114993009|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017|||||
29|Mosquito Lagoon Aquatic Preserve|Shell Height|Live Oyster Shells||Natural|2|FALSE|2015|2016|2016-06-05T00:00:00Z|819|1|24.9|17.5|15.419536019536|7.11840888237904|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017|||||
30|Nassau River-St. Johns River Marshes Aquatic Preserve|Density|Live Oyster Shells||Natural|1|FALSE|2016|2016|2016-07-25T00:00:00Z|42|80|2416|552|778.666666666667|609.453120175012|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017|||||
30|Nassau River-St. Johns River Marshes Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|1|FALSE|2016|2016|2016-07-25T00:00:00Z|43|10|46|26|24.6976744186047|8.86548922647849|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017|||||
30|Nassau River-St. Johns River Marshes Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|1|FALSE|2016|2016|2016-07-13T00:00:00Z|144|75|164.3|84.35|89.9034722222222|16.4200517583677|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017|||||
30|Nassau River-St. Johns River Marshes Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|1|FALSE|2016|2016|2016-07-25T00:00:00Z|1100|25|74.9|44.2|45.6895454545455|13.1024454292442|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017|||||
30|Nassau River-St. Johns River Marshes Aquatic Preserve|Shell Height|Live Oyster Shells||Natural|1|FALSE|2016|2016|2016-07-25T00:00:00Z|206|4.7|24.9|19|17.9053398058252|5.17520548724283|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017|||||
34|Pine Island Sound Aquatic Preserve|Density|Live Oyster Shells||Natural|6|TRUE|2015|2020|2020-04-01T00:00:00Z|60|0|2976|92.5|413.016666666667|571.911083869781|SCCF Oyster Restoration Monitoring|4012|6.4501093928036|-0.649709147544228|1.10337633085748|-2.8162125|1.6771125
34|Pine Island Sound Aquatic Preserve|Density|Live Oyster Shells||Restored|6|TRUE|2015|2020|2020-04-01T00:00:00Z|30|0|2048|208|650.533333333333|720.602656465925|SCCF Oyster Restoration Monitoring|4012|3.63352841791604|0.147218104701559|0.135402528597493|0.00385780075|0.500686625
34|Pine Island Sound Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|2|FALSE|2019|2020|2020-04-01T00:00:00Z|10|35.29411765|90.09009009|76.33272059|70.645208479|20.4320955566929|SCCF Oyster Restoration Monitoring|4012|||||
34|Pine Island Sound Aquatic Preserve|Percent Live|Live Oyster Shells||Restored|2|FALSE|2019|2020|2020-04-01T00:00:00Z|10|42.85714286|100|67.112299465|68.365822087|17.280082715714|SCCF Oyster Restoration Monitoring|4012|||||
34|Pine Island Sound Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|3|FALSE|2016|2018|2018-03-06T00:00:00Z|39|75.26|106.36|80.37|82.8415384615385|7.85906199654813|SCCF Oyster Restoration Monitoring|4012|||||
34|Pine Island Sound Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Restored|3|FALSE|2017|2019|2019-02-26T00:00:00Z|24|75.39|104.1|85.885|86.8141666666667|9.58535926915839|SCCF Oyster Restoration Monitoring|4012|||||
34|Pine Island Sound Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|4|FALSE|2016|2019|2019-02-26T00:00:00Z|749|25.02|74.93|42.35|44.5169158878505|12.8776297338096|SCCF Oyster Restoration Monitoring|4012|||||
34|Pine Island Sound Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Restored|3|FALSE|2017|2019|2019-02-26T00:00:00Z|386|25.1|74.69|39.45|43.0661917098446|13.79647364147|SCCF Oyster Restoration Monitoring|4012|||||
34|Pine Island Sound Aquatic Preserve|Shell Height|Live Oyster Shells||Natural|4|FALSE|2016|2019|2019-02-26T00:00:00Z|346|0|24.95|17.165|16.6364739884393|5.70465390947231|SCCF Oyster Restoration Monitoring|4012|||||
34|Pine Island Sound Aquatic Preserve|Shell Height|Live Oyster Shells||Restored|4|FALSE|2016|2019|2019-02-26T00:00:00Z|1738|0|24.97|7.92|9.7642002301496|5.59384306338681|SCCF Oyster Restoration Monitoring|4012|||||
35|Pinellas County Aquatic Preserve|Density|Live Oyster Shells||Natural|2|FALSE|2017|2018|2018-12-31T00:00:00Z|40|0|3920|768|1068|892.636544176856|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020|||||
35|Pinellas County Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|2|FALSE|2017|2018|2018-12-31T00:00:00Z|40|0|49|24|24.491667|13.2933747657289|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020|||||
35|Pinellas County Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|2|FALSE|2017|2018|2018-12-31T00:00:00Z|9|75|85|80|80.3333333333333|3|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020|||||
35|Pinellas County Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|2|FALSE|2017|2018|2018-12-31T00:00:00Z|991|25|74|38|39.7467204843592|10.8980318323894|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020|||||
35|Pinellas County Aquatic Preserve|Shell Height|Live Oyster Shells||Natural|2|FALSE|2017|2018|2018-12-31T00:00:00Z|588|2|24|16|15.3350340136054|5.78121823891193|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020|||||
43|St. Martins Marsh Aquatic Preserve|Density|Live Oyster Shells||Natural|1|FALSE|2018|2018|2018-03-28T00:00:00Z|6|464|1792|1452|1320|494.649775093449|Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems|5074|||||
43|St. Martins Marsh Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|1|FALSE|2018|2018|2018-03-28T00:00:00Z|12|68|96|92|88|9.64836302648844|Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems|5074|||||
43|St. Martins Marsh Aquatic Preserve|Shell Height|Dead Oyster Shells|>75mm|Natural|4|FALSE|167|891|2013-06-17T00:00:00Z|896|75.02|169.18|88.775|92.8560044642857|15.7171511021069|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072|||||
43|St. Martins Marsh Aquatic Preserve|Shell Height|Dead Oyster Shells|25-75mm|Natural|4|FALSE|167|891|2013-06-17T00:00:00Z|666|30.22|74.99|64.58|63.6686336336336|8.11006917603111|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072|||||
43|St. Martins Marsh Aquatic Preserve|Shell Height|Dead Oyster Shells||Natural|2|FALSE|||2013-06-03T00:00:00Z|111|6.71|130.88|77.41|78.126936936937|21.603947904904|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072|||||
43|St. Martins Marsh Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|2|FALSE|2016|2018|2018-03-28T00:00:00Z|304|75|112|81|82.9376973684211|7.51442673807132|Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems, Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data|5070, 5074|||||
43|St. Martins Marsh Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|2|FALSE|2016|2018|2018-03-28T00:00:00Z|2679|25|74.96|50.3|50.8337961926092|12.172986454158|Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems, Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data|5070, 5074|||||
43|St. Martins Marsh Aquatic Preserve|Shell Height|Live Oyster Shells||Natural|2|FALSE|2016|2018|2018-03-28T00:00:00Z|135|10.92|24.99|21.27|20.2497777777778|3.96010995374764|Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems, Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data|5070, 5074|||||
45|Tomoka Marsh Aquatic Preserve|Density|Live Oyster Shells||Natural|1|FALSE|2015|2015|2015-07-17T00:00:00Z|5|0|64|32|28.8|23.7318351587061|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017|||||
45|Tomoka Marsh Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|1|FALSE|2015|2015|2015-07-17T00:00:00Z|5|1|14|2|5.8|5.84807660688538|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017|||||
45|Tomoka Marsh Aquatic Preserve|Shell Height|Live Oyster Shells||Natural|1|FALSE|2015|2015|2015-07-17T00:00:00Z|10|0|22.9|8.65|10.05|7.24342613838384|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017|||||
47|Yellow River Marsh Aquatic Preserve|Density|Live Oyster Shells||Natural|1|FALSE|2013|2013|2013-02-19T00:00:00Z|9|0|6|1|1.66666666666667|2.06155281280883|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073|||||
47|Yellow River Marsh Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|1|FALSE|2013|2013|2013-02-19T00:00:00Z|4|81|102|93|92.25|10.3400515794974|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073|||||
47|Yellow River Marsh Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|1|FALSE|2013|2013|2013-02-19T00:00:00Z|5|29|71|51|49.2|18.5256578830551|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073|||||
47|Yellow River Marsh Aquatic Preserve|Shell Height|Live Oyster Shells||Natural|1|FALSE|2013|2013|2013-02-19T00:00:00Z|9|7|18|13|12.8888888888889|3.75647588986155|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073|||||
