ParameterName|ManagedAreaName|Year|CommonIdentifier|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation|ProgramIDs
Presence/Absence|Biscayne Bay|2008|Thalassia testudinum|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|5464|0|1|0|0.185944363103953|0.389097372106415|965, 4018, 4049
Presence/Absence|Biscayne Bay|2008|Total Green Algae|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|1|0|0.338827838827839|0.473419640836274|965
Presence/Absence|Biscayne Bay|2008|Total Other Green Algae|2008-05-16T00:00:00Z|2008-05-16T00:00:00Z|384|0|0|0|0|0|4049
Presence/Absence|Biscayne Bay|2008|Total seagrass|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2648|0|1|1|0.709214501510574|0.454210527104786|965, 4049
Presence/Absence|Biscayne Bay|2008|Total_macroalgae|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2640|0|1|1|0.611363636363636|0.487532741356999|965, 4049
Presence/Absence|Biscayne Bay|2008|Total_SAV|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2568|0|1|1|0.823208722741433|0.381566267594344|965, 4049
Presence/Absence|Biscayne Bay|2008|Turbinaria turbinata|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|1|0|0.000915750915750916|0.0302544446950527|965
Presence/Absence|Biscayne Bay|2008|Udotea|2008-05-05T00:00:00Z|2008-05-16T00:00:00Z|464|0|0|0|0|0|4049
Presence/Absence|Biscayne Bay|2008|Udotea spp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|1|0|0.054029304029304|0.226127289670113|965
Presence/Absence|Biscayne Bay|2008|Ulva sp.|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|6594|0|1|0|0.00636942675159236|0.079560147626264|965
Presence/Absence|Biscayne Bay|2008|Valonia|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|2184|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2008|Wrightiella|2008-04-30T00:00:00Z|2008-10-31T00:00:00Z|4368|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Acanthophora muscoides|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.000925925925925926|0.0304219831366365|965
Presence/Absence|Biscayne Bay|2009|Acetabularia sp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.185185185185185|0.388537671232298|965
Presence/Absence|Biscayne Bay|2009|Agardhiella ramosissima|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Amphiroa spp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.00277777777777778|0.0526435633138164|965
Presence/Absence|Biscayne Bay|2009|Anadyomene stellata|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.0037037037037037|0.0607593235711195|965
Presence/Absence|Biscayne Bay|2009|Anemones|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.00185185185185185|0.0430032399255109|965
Presence/Absence|Biscayne Bay|2009|Avrainvillea levis|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Batophora oerstedii|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.199074074074074|0.39939634170991|965
Presence/Absence|Biscayne Bay|2009|Brown algae|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.0138888888888889|0.117056957615647|965
Presence/Absence|Biscayne Bay|2009|Brownother|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|4320|0|1|0|0.00833333333333333|0.0909164576358085|965
Presence/Absence|Biscayne Bay|2009|Bryopsis|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|4320|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Calcareous green algae|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.334259259259259|0.471840097626335|965
Presence/Absence|Biscayne Bay|2009|Calcareousgreenother|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|4320|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Caulerpa spp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.0537037037037037|0.225484266434757|965
Presence/Absence|Biscayne Bay|2009|Centroceras sp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Ceramium|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Chaetomorpha linum|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Champia parvula|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Chara spp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Chondria capillaris|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.0657407407407407|0.247885747052659|965
Presence/Absence|Biscayne Bay|2009|Cladocephalus|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|4320|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Cladophora|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Crustose coralline algae|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Dasya sp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.0111111111111111|0.104846285361545|965
Presence/Absence|Biscayne Bay|2009|Dasycladus|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Derbesia|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.0037037037037037|0.0607593235711195|965
Presence/Absence|Biscayne Bay|2009|Dictyosphaeria|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Dictyota spp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.00185185185185185|0.0430032399255109|965
Presence/Absence|Biscayne Bay|2009|Drift algae|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Ernodesmis sp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Gracilaria sp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.0194444444444444|0.138112957866995|965
Presence/Absence|Biscayne Bay|2009|Grateloupia|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Greenother|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|4320|0|1|0|0.0259259259259259|0.158932751265859|965
Presence/Absence|Biscayne Bay|2009|Griffithsia|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Halimeda spp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.173148148148148|0.378462916361631|965
Presence/Absence|Biscayne Bay|2009|Halodule wrightii|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2640|0|1|0|0.212878787878788|0.409420204474328|965, 4018
Presence/Absence|Biscayne Bay|2009|Halophila decipiens|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.0231481481481482|0.150408726133113|965
Presence/Absence|Biscayne Bay|2009|Halophila engelmannii|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.00462962962962963|0.0678994151036934|965
Presence/Absence|Biscayne Bay|2009|Halophila johnsonii|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.00555555555555556|0.0743454791509666|965
Presence/Absence|Biscayne Bay|2009|Halophila sp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Hydroid|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.0037037037037037|0.0607593235711195|965
Presence/Absence|Biscayne Bay|2009|Hypnea|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Hypoglossum|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|4320|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Jania spp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.0564814814814815|0.230902592163328|965
Presence/Absence|Biscayne Bay|2009|Laurencia spp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.206481481481482|0.404873769782311|965
Presence/Absence|Biscayne Bay|2009|Neophocaena|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|4320|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Octocoral|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.0037037037037037|0.0607593235711195|965
Presence/Absence|Biscayne Bay|2009|Other|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Padina gymnospora|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Penicillus sp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.198148148148148|0.398696691342136|965
Presence/Absence|Biscayne Bay|2009|Polysiphonia sp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.0342592592592593|0.181936491389005|965
Presence/Absence|Biscayne Bay|2009|Pterocladiella sanctarum|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Red other|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.369444444444444|0.482766140608939|965
Presence/Absence|Biscayne Bay|2009|Redother|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|4320|0|1|0|0.0398148148148148|0.195546533665003|965
Presence/Absence|Biscayne Bay|2009|Rhipocephalus|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|4356|0|1|0|0.00826446280991736|0.0905430476414294|965
Presence/Absence|Biscayne Bay|2009|Ruppia maritima|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|4800|0|0|0|0|0|965, 4018
Presence/Absence|Biscayne Bay|2009|Sargassum sp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.0037037037037037|0.0607593235711195|965
Presence/Absence|Biscayne Bay|2009|Spermothamnion|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|4320|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Sponge|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.0407407407407407|0.197734757160581|965
Presence/Absence|Biscayne Bay|2009|Spyridia filamentosa|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.000925925925925926|0.0304219831366365|965
Presence/Absence|Biscayne Bay|2009|Stony_coral|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.0194444444444444|0.138112957866995|965
Presence/Absence|Biscayne Bay|2009|Syringodium filiforme|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|3120|0|1|0|0.278846153846154|0.448503566576405|965, 4018
Presence/Absence|Biscayne Bay|2009|Thalassia testudinum|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|3120|0|1|0|0.342307692307692|0.4745580230974|965, 4018
Presence/Absence|Biscayne Bay|2009|Total Green Algae|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.346296296296296|0.475899173492051|965
Presence/Absence|Biscayne Bay|2009|Total seagrass|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|1|0.862037037037037|0.344940964692833|965
Presence/Absence|Biscayne Bay|2009|Total_macroalgae|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|1|0.725|0.446617673176416|965
Presence/Absence|Biscayne Bay|2009|Total_SAV|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|1|0.950925925925926|0.216072728209594|965
Presence/Absence|Biscayne Bay|2009|Turbinaria turbinata|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Udotea spp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|1|0|0.0898148148148148|0.285982478017755|965
Presence/Absence|Biscayne Bay|2009|Ulva sp.|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|6480|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Valonia|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|2160|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2009|Wrightiella|2009-04-30T00:00:00Z|2009-10-31T00:00:00Z|4320|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Acanthophora muscoides|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.0101382488479263|0.100200257127981|965
Presence/Absence|Biscayne Bay|2010|Acetabularia sp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.141935483870968|0.349064395918298|965
Presence/Absence|Biscayne Bay|2010|Agardhiella ramosissima|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Amphiroa spp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Anadyomene stellata|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.00368663594470046|0.0606196180110196|965
Presence/Absence|Biscayne Bay|2010|Anemones|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.00184331797235023|0.0429041773209353|965
Presence/Absence|Biscayne Bay|2010|Avrainvillea levis|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.00460829493087558|0.067743437875161|965
Presence/Absence|Biscayne Bay|2010|Batophora oerstedii|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.182488479262673|0.386335625336734|965
Presence/Absence|Biscayne Bay|2010|Brown algae|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.00368663594470046|0.0606196180110196|965
Presence/Absence|Biscayne Bay|2010|Brownother|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|4340|0|1|0|0.00276497695852535|0.0525163530463528|965
Presence/Absence|Biscayne Bay|2010|Bryopsis|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|4340|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Calcareous green algae|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.294009216589862|0.455701102273226|965
Presence/Absence|Biscayne Bay|2010|Calcareousgreenother|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|4340|0|1|0|0.00460829493087558|0.0677356310831011|965
Presence/Absence|Biscayne Bay|2010|Caulerpa spp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.0488479262672811|0.215599692042218|965
Presence/Absence|Biscayne Bay|2010|Centroceras sp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Ceramium|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Chaetomorpha linum|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Champia parvula|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Chara spp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Chondria capillaris|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.0175115207373272|0.131197559216938|965
Presence/Absence|Biscayne Bay|2010|Cladocephalus|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|4340|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Cladophora|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Crustose coralline algae|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Dasya sp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.0442396313364055|0.205674452365354|965
Presence/Absence|Biscayne Bay|2010|Dasycladus|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.000921658986175115|0.0303518378803402|965
Presence/Absence|Biscayne Bay|2010|Derbesia|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Dictyosphaeria|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Dictyota spp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Drift algae|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Ernodesmis sp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Gracilaria sp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.0755760368663594|0.264379480843646|965
Presence/Absence|Biscayne Bay|2010|Grateloupia|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Greenother|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|4340|0|1|0|0.00368663594470046|0.0606126321719862|965
Presence/Absence|Biscayne Bay|2010|Griffithsia|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Halimeda spp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.185253456221198|0.388592589183593|965
Presence/Absence|Biscayne Bay|2010|Halodule wrightii|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2650|0|1|0|0.202264150943396|0.401763954622364|965, 4018
Presence/Absence|Biscayne Bay|2010|Halophila decipiens|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.00552995391705069|0.0741748540183735|965
Presence/Absence|Biscayne Bay|2010|Halophila engelmannii|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.00184331797235023|0.0429041773209353|965
Presence/Absence|Biscayne Bay|2010|Halophila johnsonii|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Halophila sp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Hydroid|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Hypnea|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.00276497695852535|0.0525224057580707|965
Presence/Absence|Biscayne Bay|2010|Hypoglossum|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|4340|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Jania spp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.00552995391705069|0.0741748540183735|965
Presence/Absence|Biscayne Bay|2010|Laurencia spp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.214746543778802|0.410741051556106|965
Presence/Absence|Biscayne Bay|2010|Neophocaena|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|4340|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Octocoral|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.00737327188940092|0.0855703282342748|965
Presence/Absence|Biscayne Bay|2010|Other|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Padina gymnospora|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Penicillus sp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.177880184331797|0.382499995538998|965
Presence/Absence|Biscayne Bay|2010|Polysiphonia sp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.0497695852534562|0.217518683100448|965
Presence/Absence|Biscayne Bay|2010|Pterocladiella sanctarum|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Red other|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.352073732718894|0.477726900366398|965
Presence/Absence|Biscayne Bay|2010|Redother|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|4340|0|1|0|0.00645161290322581|0.0800716359935984|965
Presence/Absence|Biscayne Bay|2010|Rhipocephalus|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|4368|0|1|0|0.00641025641025641|0.0798161856961793|965
Presence/Absence|Biscayne Bay|2010|Ruppia maritima|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|4820|0|0|0|0|0|965, 4018
Presence/Absence|Biscayne Bay|2010|Sargassum sp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.000921658986175115|0.0303518378803402|965
Presence/Absence|Biscayne Bay|2010|Spermothamnion|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|4340|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Sponge|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.0672811059907834|0.250565941739255|965
Presence/Absence|Biscayne Bay|2010|Spyridia filamentosa|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.000921658986175115|0.0303518378803402|965
Presence/Absence|Biscayne Bay|2010|Stony_coral|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.00276497695852535|0.0525224057580707|965
Presence/Absence|Biscayne Bay|2010|Syringodium filiforme|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|3130|0|1|0|0.30223642172524|0.459300517634692|965, 4018
Presence/Absence|Biscayne Bay|2010|Thalassia testudinum|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|3130|0|1|0|0.304792332268371|0.460392968937654|965, 4018
Presence/Absence|Biscayne Bay|2010|Total Green Algae|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.306912442396313|0.461319050820682|965
Presence/Absence|Biscayne Bay|2010|Total seagrass|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|1|0.842396313364055|0.364452980124053|965
Presence/Absence|Biscayne Bay|2010|Total_macroalgae|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|1|0.630414746543779|0.482803700242903|965
Presence/Absence|Biscayne Bay|2010|Total_SAV|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|1|0.944700460829493|0.228616678440972|965
Presence/Absence|Biscayne Bay|2010|Turbinaria turbinata|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Udotea spp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|1|0|0.0534562211981567|0.224993292601232|965
Presence/Absence|Biscayne Bay|2010|Ulva sp.|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|6510|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Valonia|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|2170|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2010|Wrightiella|2010-04-30T00:00:00Z|2010-10-31T00:00:00Z|4340|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2011|Acanthophora muscoides|2011-04-30T00:00:00Z|2011-10-31T00:00:00Z|2136|0|1|0|0.00187265917602996|0.0432438181110598|965
Presence/Absence|Biscayne Bay|2011|Acetabularia sp.|2011-04-30T00:00:00Z|2011-10-31T00:00:00Z|2136|0|1|0|0.136704119850187|0.343615163125295|965
Presence/Absence|Biscayne Bay|2011|Agardhiella ramosissima|2011-04-30T00:00:00Z|2011-10-31T00:00:00Z|2136|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2011|Amphiroa spp.|2011-04-30T00:00:00Z|2011-10-31T00:00:00Z|2136|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2011|Anadyomene stellata|2011-04-30T00:00:00Z|2011-10-31T00:00:00Z|2136|0|1|0|0.00468164794007491|0.068278200445079|965
Presence/Absence|Biscayne Bay|2011|Anemones|2011-04-30T00:00:00Z|2011-10-31T00:00:00Z|2136|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2011|Avrainvillea levis|2011-04-30T00:00:00Z|2011-10-31T00:00:00Z|2136|0|1|0|0.000936329588014981|0.0305923360688107|965
Presence/Absence|Biscayne Bay|2011|Batophora oerstedii|2011-04-30T00:00:00Z|2011-10-31T00:00:00Z|2136|0|1|0|0.267790262172285|0.442911365590565|965
Presence/Absence|Biscayne Bay|2011|Brown algae|2011-04-30T00:00:00Z|2011-10-31T00:00:00Z|2136|0|1|0|0.0149812734082397|0.121506159192652|965
Presence/Absence|Biscayne Bay|2011|Brownother|2011-04-30T00:00:00Z|2011-10-31T00:00:00Z|4272|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2011|Bryopsis|2011-04-30T00:00:00Z|2011-10-31T00:00:00Z|4272|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2011|Calcareous green algae|2011-04-30T00:00:00Z|2011-10-31T00:00:00Z|2136|0|1|0|0.379213483146067|0.485304934995032|965
Presence/Absence|Biscayne Bay|2011|Calcareousgreenother|2011-04-30T00:00:00Z|2011-10-31T00:00:00Z|4272|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2011|Caulerpa spp.|2011-04-30T00:00:00Z|2011-10-31T00:00:00Z|2136|0|1|0|0.0655430711610487|0.247539621447074|965
Presence/Absence|Biscayne Bay|2011|Centroceras sp.|2011-04-30T00:00:00Z|2011-10-31T00:00:00Z|2136|0|0|0|0|0|965
Presence/Absence|Biscayne Bay|2011|Ceramium|2011-04-30T00:00:00Z|2011-10-31T00:00:00Z|2136|0|0|0|0|0|965
