"","AreaID","ManagedAreaName","ParameterName","Units","ActivityType","RelativeDepth","N_Data","N_Years","EarliestYear","LatestYear","SufficientData","Season","Median","Independent","tau","z","p_z","chi_sq","p_chi_sq","SennSlope","SennIntercept","Trend"
"2145",38,"Rookery Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",852,22,1998,2021,TRUE,"7",66.97,TRUE,0.1407,-0.4642,0.6425,NA,NA,0.561538461538461,67.4576923076923,0
"2146",38,"Rookery Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",852,22,1998,2021,TRUE,"8",74.11,TRUE,0.0828,0.0109,0.9913,NA,NA,0.525,67.775,0
"2147",38,"Rookery Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",852,22,1998,2021,TRUE,"9",71.45,TRUE,0.0917,1.1455,0.252,NA,NA,0.353333333333334,70.5766666666667,0
"2148",38,"Rookery Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",852,22,1998,2021,TRUE,"10",71.95,TRUE,-0.0415,1.5979,0.1101,NA,NA,-0.200000000000003,68.37,0
"2149",38,"Rookery Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",852,22,1998,2021,TRUE,"11",81.3,TRUE,0.0519,-0.2088,0.8346,NA,NA,0.2,84.3,0
"2150",38,"Rookery Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",852,22,1998,2021,TRUE,"12",89.6,TRUE,-0.1096,0.0444,0.9646,NA,NA,-0.370588235294117,91.764705882353,0
"2151",39,"Rookery Bay National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Surface",1971,23,1998,2021,TRUE,"All",75.6,TRUE,-0.0956,-6.4706,0,30.8427,0.0012,-0.401,78.88125,-1
"2152",39,"Rookery Bay National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Surface",1971,23,1998,2021,TRUE,"1",89.8,TRUE,-0.1953,-1.1176,0.2637,NA,NA,-0.680000000000001,91.935,-1
"2153",39,"Rookery Bay National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Surface",1971,23,1998,2021,TRUE,"2",83.3,TRUE,-0.0893,-2.5632,0.0104,NA,NA,-0.34375,73.66875,-1
"2154",39,"Rookery Bay National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Surface",1971,23,1998,2021,TRUE,"3",85.7,TRUE,-0.1272,0.3569,0.7211,NA,NA,-0.438571428571428,90.3171428571428,-1
"2155",39,"Rookery Bay National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Surface",1971,23,1998,2021,TRUE,"4",79.4,TRUE,0.0179,-4.5014,0,NA,NA,0.0599999999999994,84.92,1
"2156",39,"Rookery Bay National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Surface",1971,23,1998,2021,TRUE,"5",76.35,TRUE,-0.1327,1.2896,0.1972,NA,NA,-0.827692307692308,70.4876923076923,-1
"2157",39,"Rookery Bay National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Surface",1971,23,1998,2021,TRUE,"6",69.2,TRUE,-0.0182,-1.768,0.0771,NA,NA,-0.0858333333333334,65.9445833333333,-1
"2158",39,"Rookery Bay National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Surface",1971,23,1998,2021,TRUE,"7",61.3,TRUE,-0.143,-2.1366,0.0326,NA,NA,-1.0125,74.5875,-1
"2159",39,"Rookery Bay National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Surface",1971,23,1998,2021,TRUE,"8",59.4,TRUE,-0.2327,-2.7321,0.0063,NA,NA,-0.725000000000001,89.55,-1
"2160",39,"Rookery Bay National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Surface",1971,23,1998,2021,TRUE,"9",58.9,TRUE,-0.0761,-2.6871,0.0072,NA,NA,-0.275,83.175,-1
"2161",39,"Rookery Bay National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Surface",1971,23,1998,2021,TRUE,"10",64.7,TRUE,0.0745,-0.3391,0.7345,NA,NA,0.402352941176471,69.9123529411765,1
"2162",39,"Rookery Bay National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Surface",1971,23,1998,2021,TRUE,"11",79.6,TRUE,-0.1247,-1.4322,0.1521,NA,NA,-0.538461538461538,68.8384615384615,-1
"2163",39,"Rookery Bay National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Surface",1971,23,1998,2021,TRUE,"12",83.095,TRUE,-0.0619,-3.8569,0.0001,NA,NA,-0.219999999999999,93.1,-1
"2164",12,"Southeast Florida Coral Reef Ecosystem Conservation Area","Dissolved Oxygen Saturation","%","Field","Surface",165,11,1995,2016,TRUE,"All",0.9201,TRUE,-0.0936,-1.8567,0.0634,12.9119,0.2991,-0.111066666666667,2.695,0
"2165",12,"Southeast Florida Coral Reef Ecosystem Conservation Area","Dissolved Oxygen Saturation","%","Field","Surface",165,11,1995,2016,TRUE,"1",0.8428,TRUE,-0.0458,-0.8808,0.3785,NA,NA,-0.1835,66.19275,0
"2166",12,"Southeast Florida Coral Reef Ecosystem Conservation Area","Dissolved Oxygen Saturation","%","Field","Surface",165,11,1995,2016,TRUE,"2",1.0818,TRUE,-0.1714,-1.9767,0.0481,NA,NA,-19.61298,118.52068,0
"2167",12,"Southeast Florida Coral Reef Ecosystem Conservation Area","Dissolved Oxygen Saturation","%","Field","Surface",165,11,1995,2016,TRUE,"3",0.8738,TRUE,-0.0762,-1.4566,0.1452,NA,NA,-0.14795,2.58695,0
"2168",12,"Southeast Florida Coral Reef Ecosystem Conservation Area","Dissolved Oxygen Saturation","%","Field","Surface",165,11,1995,2016,TRUE,"4",1.22675,TRUE,-0.2167,0.0457,0.9636,NA,NA,-1,5.7635,0
"2169",12,"Southeast Florida Coral Reef Ecosystem Conservation Area","Dissolved Oxygen Saturation","%","Field","Surface",165,11,1995,2016,TRUE,"5",1.5513,TRUE,0.1583,-0.3566,0.7214,NA,NA,0.0878,0.24465,0
"2170",12,"Southeast Florida Coral Reef Ecosystem Conservation Area","Dissolved Oxygen Saturation","%","Field","Surface",165,11,1995,2016,TRUE,"6",0.77145,TRUE,-0.0545,0.8323,0.4052,NA,NA,-0.0678333333333333,1.62713333333333,0
"2171",12,"Southeast Florida Coral Reef Ecosystem Conservation Area","Dissolved Oxygen Saturation","%","Field","Surface",165,11,1995,2016,TRUE,"7",NA,TRUE,0.0357,NA,NA,NA,NA,0.0247999999999999,0.6632,NA
"2172",12,"Southeast Florida Coral Reef Ecosystem Conservation Area","Dissolved Oxygen Saturation","%","Field","Surface",165,11,1995,2016,TRUE,"8",0.84895,TRUE,-0.3077,1.6084,0.1078,NA,NA,-14.6128766666667,103.163936666667,0
"2173",12,"Southeast Florida Coral Reef Ecosystem Conservation Area","Dissolved Oxygen Saturation","%","Field","Surface",165,11,1995,2016,TRUE,"9",84,TRUE,-0.303,-1.4366,0.1508,NA,NA,-8,108,0
"2174",12,"Southeast Florida Coral Reef Ecosystem Conservation Area","Dissolved Oxygen Saturation","%","Field","Surface",165,11,1995,2016,TRUE,"10",65,TRUE,0.4643,-0.2362,0.8133,NA,NA,0.3171,-1.2122,0
"2175",12,"Southeast Florida Coral Reef Ecosystem Conservation Area","Dissolved Oxygen Saturation","%","Field","Surface",165,11,1995,2016,TRUE,"11",0.7635,TRUE,0.0167,-1.1538,0.2486,NA,NA,0.02345,1.074325,0
"2176",12,"Southeast Florida Coral Reef Ecosystem Conservation Area","Dissolved Oxygen Saturation","%","Field","Surface",165,11,1995,2016,TRUE,"12",1.1523,TRUE,-0.3529,-0.1617,0.8715,NA,NA,-0.286875,2.80305,0
"2177",40,"St. Andrews State Park Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",138,9,2005,2021,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2178",41,"St. Joseph Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",204,9,2005,2018,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2179",42,"St. Joseph Bay State Buffer Preserve","Dissolved Oxygen Saturation","%","Field","Surface",0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2180",43,"St. Martins Marsh Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",52,2,2021,2022,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181",44,"Terra Ceia Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",1779,29,1993,2021,TRUE,"All",91.8,TRUE,0.0463,-0.0082,0.9935,85.363,0,0,87.2458333333334,0
"2182",44,"Terra Ceia Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",1779,29,1993,2021,TRUE,"1",93.7,TRUE,0.1216,2.7771,0.0055,NA,NA,0.270714285714285,85.8857142857143,0
"2183",44,"Terra Ceia Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",1779,29,1993,2021,TRUE,"2",96,TRUE,0.1833,1.0855,0.2777,NA,NA,0.366666666666666,86.3666666666667,0
"2184",44,"Terra Ceia Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",1779,29,1993,2021,TRUE,"3",93.2,TRUE,-0.0357,4.6229,0,NA,NA,-0.0888888888888902,90.8222222222222,0
"2185",44,"Terra Ceia Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",1779,29,1993,2021,TRUE,"4",94.6,TRUE,0.1289,1.764,0.0777,NA,NA,0.474166666666666,79.6925,0
"2186",44,"Terra Ceia Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",1779,29,1993,2021,TRUE,"5",92.05,TRUE,0.2647,4.8695,0,NA,NA,0.611111111111111,79.7555555555556,0
"2187",44,"Terra Ceia Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",1779,29,1993,2021,TRUE,"6",92.3,TRUE,0.2766,2.1047,0.0353,NA,NA,0.940833333333334,73.2333333333333,0
"2188",44,"Terra Ceia Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",1779,29,1993,2021,TRUE,"7",89.65,TRUE,0.1161,2.0567,0.0397,NA,NA,0.238749999999999,88.125,0
"2189",44,"Terra Ceia Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",1779,29,1993,2021,TRUE,"8",88.5,TRUE,0.1324,-3.5706,0.0004,NA,NA,0.427272727272728,83.3272727272727,0
"2190",44,"Terra Ceia Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",1779,29,1993,2021,TRUE,"9",87.4,TRUE,-0.1499,-4.086,0,NA,NA,-0.908116883116883,105.754220779221,0
"2191",44,"Terra Ceia Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",1779,29,1993,2021,TRUE,"10",90.2,TRUE,0.0747,-0.8698,0.3844,NA,NA,0.140000000000001,93.06,0
"2192",44,"Terra Ceia Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",1779,29,1993,2021,TRUE,"11",91.3,TRUE,-0.1858,1.8773,0.0605,NA,NA,-0.458333333333333,93.3583333333333,0
"2193",44,"Terra Ceia Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",1779,29,1993,2021,TRUE,"12",92.9,TRUE,0.1069,1.7431,0.0813,NA,NA,0.240000000000001,89.32,0
"2194",45,"Tomoka Marsh Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",134,8,2009,2021,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2195",46,"Wekiva River Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2196",47,"Yellow River Marsh Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",60,11,2002,2020,TRUE,"All",79.62935,TRUE,-0.2586,-2.6593,0.0078,12.8855,0.1679,-0.822058333333333,85.9502953125,-1
"2197",47,"Yellow River Marsh Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",60,11,2002,2020,TRUE,"1",NA,TRUE,-1,NA,NA,NA,NA,-12.7869,92.8738,NA
"2198",47,"Yellow River Marsh Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",60,11,2002,2020,TRUE,"2",NA,TRUE,-1,NA,NA,NA,NA,-1.30723055555556,93.4969986111111,NA
"2199",47,"Yellow River Marsh Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",60,11,2002,2020,TRUE,"3",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"2200",47,"Yellow River Marsh Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",60,11,2002,2020,TRUE,"4",NA,TRUE,0.0952,NA,NA,NA,NA,0.182491666666666,81.0225583333333,NA
"2201",47,"Yellow River Marsh Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",60,11,2002,2020,TRUE,"5",83.15935,TRUE,0.1333,0.1913,0.8483,NA,NA,0.750072222222229,76.0336638888888,1
"2202",47,"Yellow River Marsh Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",60,11,2002,2020,TRUE,"6",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"2203",47,"Yellow River Marsh Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",60,11,2002,2020,TRUE,"7",81.22,TRUE,0.6667,1.019,0.3082,NA,NA,1.15291208791209,74.8789835164835,1
"2204",47,"Yellow River Marsh Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",60,11,2002,2020,TRUE,"8",70.15,TRUE,-0.3333,-2.1417,0.0322,NA,NA,-0.889118181818182,76.8429363636364,-1
"2205",47,"Yellow River Marsh Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",60,11,2002,2020,TRUE,"9",NA,TRUE,0,NA,NA,NA,NA,-0.537021428571428,95.5736214285714,NA
"2206",47,"Yellow River Marsh Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",60,11,2002,2020,TRUE,"10",79.3124,TRUE,-0.5333,-1.8454,0.065,NA,NA,-1.66665625,87.649890625,-1
"2207",47,"Yellow River Marsh Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",60,11,2002,2020,TRUE,"11",82.3,TRUE,-0.1667,0.1519,0.8793,NA,NA,-0.0212545454545457,84.2507,-1
"2208",47,"Yellow River Marsh Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Surface",60,11,2002,2020,TRUE,"12",85,TRUE,-0.4364,-1.6984,0.0894,NA,NA,-0.953122222222222,90.7498666666667,-1
"2209",1,"Alligator Harbor Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",29,7,2016,2022,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2210",2,"Apalachicola Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",2094,23,2000,2022,TRUE,"All",90,TRUE,0.0755,5.2491,0,26.9388,0.0047,0.340000000000001,86.5377941176471,1
"2211",2,"Apalachicola Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",2094,23,2000,2022,TRUE,"1",97.35,TRUE,0.0795,-0.7219,0.4704,NA,NA,0.25,94.5,1
"2212",2,"Apalachicola Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",2094,23,2000,2022,TRUE,"2",96.4,TRUE,0.0482,1.8173,0.0692,NA,NA,0.259411764705882,86.7355882352941,1
"2213",2,"Apalachicola Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",2094,23,2000,2022,TRUE,"3",90.6,TRUE,-0.0387,1.7477,0.0805,NA,NA,-0.171428571428572,98.7214285714286,-1
"2214",2,"Apalachicola Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",2094,23,2000,2022,TRUE,"4",89.2,TRUE,0.0889,0.961,0.3365,NA,NA,0.317708333333334,87.4229166666667,1
"2215",2,"Apalachicola Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",2094,23,2000,2022,TRUE,"5",85.5,TRUE,0.114,2.0879,0.0368,NA,NA,0.636363636363636,75.1090909090909,1
"2216",2,"Apalachicola Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",2094,23,2000,2022,TRUE,"6",87.1,TRUE,0.0421,1.7135,0.0866,NA,NA,0.165,83.48,1
"2217",2,"Apalachicola Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",2094,23,2000,2022,TRUE,"7",85.5,TRUE,0.1106,-1.7632,0.0779,NA,NA,0.5,81,1
"2218",2,"Apalachicola Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",2094,23,2000,2022,TRUE,"8",80.2,TRUE,0.094,2.1771,0.0295,NA,NA,0.461538461538462,92.2461538461538,1
"2219",2,"Apalachicola Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",2094,23,2000,2022,TRUE,"9",85.6,TRUE,0.0794,3.2843,0.001,NA,NA,0.379285714285713,82.9278571428571,1
"2220",2,"Apalachicola Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",2094,23,2000,2022,TRUE,"10",84.8,TRUE,0.1995,0.8023,0.4224,NA,NA,0.740000000000001,86.34,1
"2221",2,"Apalachicola Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",2094,23,2000,2022,TRUE,"11",93,TRUE,0.1567,4.023,0.0001,NA,NA,0.692307692307692,78.6769230769231,1
"2222",2,"Apalachicola Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",2094,23,2000,2022,TRUE,"12",96.5,TRUE,-0.0891,1.459,0.1446,NA,NA,-0.475,89.775,-1
"2223",3,"Apalachicola National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Bottom",2571,23,2000,2022,TRUE,"All",89.3,TRUE,0.0302,2.3238,0.0201,35.5428,0.0002,0.125,88.3169034090909,1
"2224",3,"Apalachicola National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Bottom",2571,23,2000,2022,TRUE,"1",95.4,TRUE,-0.1408,-1.6431,0.1004,NA,NA,-0.675,90.675,-1
"2225",3,"Apalachicola National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Bottom",2571,23,2000,2022,TRUE,"2",95,TRUE,0.1276,1.8258,0.0679,NA,NA,0.533333333333336,80.2166666666666,1
"2226",3,"Apalachicola National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Bottom",2571,23,2000,2022,TRUE,"3",90.7,TRUE,-0.0776,1.0588,0.2897,NA,NA,-0.285714285714286,97.9714285714286,-1
"2227",3,"Apalachicola National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Bottom",2571,23,2000,2022,TRUE,"4",89.4,TRUE,0.0164,-0.2884,0.7731,NA,NA,0.0666666666666676,85.5833333333333,1
"2228",3,"Apalachicola National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Bottom",2571,23,2000,2022,TRUE,"5",86.25,TRUE,0.0856,0.3478,0.728,NA,NA,0.393333333333334,91.46,1
"2229",3,"Apalachicola National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Bottom",2571,23,2000,2022,TRUE,"6",86.2,TRUE,0.0407,0.8641,0.3876,NA,NA,0.2,77.75,1
"2230",3,"Apalachicola National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Bottom",2571,23,2000,2022,TRUE,"7",84.6,TRUE,0.0826,-3.121,0.0018,NA,NA,0.242857142857141,93.4571428571429,1
"2231",3,"Apalachicola National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Bottom",2571,23,2000,2022,TRUE,"8",79.35,TRUE,0.0031,0.8824,0.3775,NA,NA,0.00999999999999943,85.175,1
"2232",3,"Apalachicola National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Bottom",2571,23,2000,2022,TRUE,"9",85.55,TRUE,0.0363,2.8975,0.0038,NA,NA,0.150000000000006,84.5499999999999,1
"2233",3,"Apalachicola National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Bottom",2571,23,2000,2022,TRUE,"10",85.255,TRUE,0.1466,0.0659,0.9475,NA,NA,0.518465909090909,87.6338068181818,1
"2234",3,"Apalachicola National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Bottom",2571,23,2000,2022,TRUE,"11",92.3,TRUE,0.0494,3.306,0.0009,NA,NA,0.17,89,1
"2235",3,"Apalachicola National Estuarine Research Reserve","Dissolved Oxygen Saturation","%","Field","Bottom",2571,23,2000,2022,TRUE,"12",95.4,TRUE,-0.0131,1.6348,0.1021,NA,NA,-0.0705882352941178,90.1058823529412,-1
"2236",4,"Banana River Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",120,10,2012,2021,TRUE,"All",91.1,TRUE,0.0586,0.9305,0.3521,23.9392,0.013,1.1,64.2424107142857,0
"2237",4,"Banana River Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",120,10,2012,2021,TRUE,"1",93.45,TRUE,-0.011,1.7583,0.0787,NA,NA,-0.120000000000002,112.73,0
"2238",4,"Banana River Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",120,10,2012,2021,TRUE,"2",98.2,TRUE,0.2121,-0.4176,0.6762,NA,NA,2.41785714285714,16.7821428571429,0
"2239",4,"Banana River Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",120,10,2012,2021,TRUE,"3",96.3,TRUE,-0.5333,0.7871,0.4313,NA,NA,-2.03571428571428,141.635714285714,0
"2240",4,"Banana River Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",120,10,2012,2021,TRUE,"4",NA,TRUE,-0.1667,NA,NA,NA,NA,-4.2,230.3,NA
"2241",4,"Banana River Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",120,10,2012,2021,TRUE,"5",90.4,TRUE,0.4444,1.4479,0.1477,NA,NA,2.40625,8.71875000000003,0
"2242",4,"Banana River Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",120,10,2012,2021,TRUE,"6",109.25,TRUE,0.1818,0,1,NA,NA,2.49017857142857,24.0848214285714,0
"2243",4,"Banana River Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",120,10,2012,2021,TRUE,"7",86.9,TRUE,-0.2,0.9398,0.3473,NA,NA,-5.2,249,0
"2244",4,"Banana River Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",120,10,2012,2021,TRUE,"8",79.3,TRUE,0.3205,1.5546,0.12,NA,NA,3.24285714285714,-14.7428571428572,0
"2245",4,"Banana River Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",120,10,2012,2021,TRUE,"9",NA,TRUE,-0.2381,NA,NA,NA,NA,-0.700000000000001,104.4,NA
"2246",4,"Banana River Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",120,10,2012,2021,TRUE,"10",78.5,TRUE,-0.4066,1.6912,0.0908,NA,NA,-7.02857142857143,250.878571428571,0
"2247",4,"Banana River Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",120,10,2012,2021,TRUE,"11",84.1,TRUE,0.3556,-0.7605,0.447,NA,NA,3.05,0.425000000000097,0
"2248",4,"Banana River Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",120,10,2012,2021,TRUE,"12",47.05,TRUE,0.5,-2.217,0.0266,NA,NA,3.58333333333333,5.65833333333335,0
"2249",5,"Big Bend Seagrasses Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",174,7,2011,2021,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2250",7,"Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2251",6,"Biscayne Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",133,3,1995,2020,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2252",8,"Boca Ciega Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",3756,27,1992,2021,TRUE,"All",87.1,TRUE,-0.0654,-7.0635,0,107.0044,0,-1.3,102.15,-1
"2253",8,"Boca Ciega Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",3756,27,1992,2021,TRUE,"1",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"2254",8,"Boca Ciega Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",3756,27,1992,2021,TRUE,"2",NA,TRUE,-0.0866,NA,NA,NA,NA,-1.4,92.5,NA
"2255",8,"Boca Ciega Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",3756,27,1992,2021,TRUE,"3",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"2256",8,"Boca Ciega Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",3756,27,1992,2021,TRUE,"4",NA,TRUE,-0.0797,NA,NA,NA,NA,-3.9,206,NA
"2257",8,"Boca Ciega Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",3756,27,1992,2021,TRUE,"5",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"2258",8,"Boca Ciega Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",3756,27,1992,2021,TRUE,"6",NA,TRUE,-0.0667,NA,NA,NA,NA,-6.35,283.25,NA
"2259",8,"Boca Ciega Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",3756,27,1992,2021,TRUE,"7",NA,TRUE,0.1702,NA,NA,NA,NA,0.994736842105263,65.5473684210526,NA
"2260",8,"Boca Ciega Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",3756,27,1992,2021,TRUE,"8",74.5,TRUE,0.0947,5.6336,0,NA,NA,1.06,66.06,1
"2261",8,"Boca Ciega Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",3756,27,1992,2021,TRUE,"9",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"2262",8,"Boca Ciega Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",3756,27,1992,2021,TRUE,"10",104.6,TRUE,0.125,-4.635,0,NA,NA,4.42,-28.03,1
"2263",8,"Boca Ciega Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",3756,27,1992,2021,TRUE,"11",NA,TRUE,-0.1209,NA,NA,NA,NA,-1.8,111.8,NA
"2264",8,"Boca Ciega Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",3756,27,1992,2021,TRUE,"12",NA,TRUE,-0.3009,NA,NA,NA,NA,-15.3,515.2,NA
"2265",9,"Cape Haze Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",4,1,2021,2021,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2266",10,"Cape Romano-Ten Thousand Islands Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2267",11,"Cockroach Bay Aquatic Preserve","Dissolved Oxygen Saturation","%","Field","Bottom",3845,25,1995,2021,TRUE,"All",53.3,TRUE,0.0701,12.5854,0,483.5514,0,0.9375,60.1125,1
