AreaID|ManagedAreaName|Year|ParameterName|ShellType|SizeClass|HabitatType|N_Data|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells||Natural|884|5|96|21.63|23.1355090497738|10.4397892954469|Historical Oyster Body Size (HOBS) Study, Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016, 5035
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|20|75|109|83.5|85.5|9.80735491997286|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|233|25|74|44|45.4163090128755|13.3737097388855|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells||Natural|124|4|24|17.75|16.2782258064516|5.47251165540245|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2019|ShellHeight_mm|Dead Oyster Shells||Natural|102|9|97|41|41.4313725490196|19.2356464702167|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|19|77|110|83|85.1578947368421|8.46077982940328|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|149|26|74|46|48.0436241610738|13.1714182892232|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells||Natural|33|8|24|19|17.5757575757576|4.47234769884833|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2021|ShellHeight_mm|Dead Oyster Shells||Natural|153|0|89|43|43.7712418300654|15.1042416193293|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2021|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|178|25|74|43|43.3876404494382|11.2572017900178|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2021|ShellHeight_mm|Live Oyster Shells||Natural|35|0|24|19|19.1142857142857|4.28246375329895|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2022|ShellHeight_mm|Dead Oyster Shells||Natural|88|14|79|44.5|44.25|14.5169342255982|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|5|75|113|81|85.6|15.6780100778128|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|108|25|74|44.5|45.4907407407407|11.5260739523303|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells||Natural|29|12|24|20|19.0689655172414|3.46339051965348|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2016|ShellHeight_mm|Dead Oyster Shells||Natural|53|5|109|46|48.8301886792453|25.4948983200234|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|27|25|58|41|41.4074074074074|9.16204234562469|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells||Natural|15|7|21|16|14.6|4.9106298694043|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2017|ShellHeight_mm|Dead Oyster Shells||Natural|46|11|80|27.55|33.3804347826087|18.1000505777712|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|38|25|59.5|34.65|37.0578947368421|10.8017674124128|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells||Natural|37|9|24.9|18|17.6405405405405|4.91197287018948|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells||Natural|23|15|61|34|34|12.2251603447376|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|15|25|72|34|36.6666666666667|11.3745748219858|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells||Natural|8|10|21|17|16|4.44007721940573|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2019|ShellHeight_mm|Dead Oyster Shells||Natural|23|8|86|32|38.4782608695652|20.7120289274733|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|21|28|58|38|39.6190476190476|8.12696862597728|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells||Natural|3|11|24|22|19|7|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
25|Lemon Bay Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|38|75.03|108.23|79.43|82.0718421052632|7.39684478214544|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|2029|25|74.19|37.91|40.2585510103499|11.5518859885087|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells||Natural|870|11.15|24.96|21.31|20.9765977011494|2.75257622381086|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|152|25|60|32|34.4473684210526|8.37118162332247|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells||Natural|146|4|24|17|15.9315068493151|5.33001589471212|Historical Oyster Body Size (HOBS) Study|5035
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|ShellHeight_mm|Dead Oyster Shells||Natural|690|5|130|50|49.4565217391304|24.4332328483093|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|155|75|150|80|84.8387096774194|10.1197273402567|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|890|25|70|50|47.3157303370787|13.6577266797931|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|ShellHeight_mm|Live Oyster Shells||Natural|291|5|20|15|14.9243986254296|5.02488180329663|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|ShellHeight_mm|Dead Oyster Shells||Natural|1301|4|125|45|46.4104534973098|18.8253678650836|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|118|75|118|80|82.6271186440678|7.62451804296591|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|2484|25|74|45|45.7757648953301|12.3767886676309|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|ShellHeight_mm|Live Oyster Shells||Natural|695|3|24|15|14.905035971223|5.77180521235489|Loxahatchee River Oyster Mapping and Recruitment|4014
29|Mosquito Lagoon Aquatic Preserve|2015|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|343|75|136|84|86.3795918367347|10.0032826692242|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2015|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|1384|25|74.9|48.45|48.5261560693642|14.2549148746699|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2015|ShellHeight_mm|Live Oyster Shells||Natural|505|1|24.9|16|13.959603960396|7.48623285655235|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|277|75|120|84|86.6823104693141|10.0628537963367|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|1721|25|74|45|46.554328878559|13.930624834687|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells||Natural|314|2|24|19|17.7675159235669|5.76317179001418|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|144|75|164.3|84.35|89.9034722222222|16.4200517583677|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|1100|25|74.9|44.2|45.6895454545455|13.1024454292442|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells||Natural|206|4.7|24.9|19|17.9053398058252|5.17520548724283|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
34|Pine Island Sound Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|8|75.26|87.94|77.485|79.07125|4.21379854932408|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|198|25.68|74.93|50.885|49.9360101010101|12.2375325031803|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells||Natural|16|1|24.69|14.33|13.758125|8.0192869331797|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells||Restored|1325|0|22|6.81|7.21329056603774|2.75400960824489|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|7|75.41|97.36|80.2|83.0714285714286|8.47303847225899|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|7|75.39|86.86|78.37|79.1971428571429|4.00987827864186|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|222|25.23|73.17|40.215|41.9879279279279|10.8008077138148|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|172|25.1|73.18|32.18|36.7723255813954|12.2918867526576|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells||Natural|117|0|24.91|16.36|15.6662393162393|6.75989666908576|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells||Restored|250|4.88|24.97|19.05|18.75192|4.18963862413015|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|24|75.85|106.36|82.42|84.03125|8.45437129665708|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|6|79.46|104.1|92.015|91.8583333333333|12.809484637044|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|217|25.06|74.2|43.46|45.9973732718894|14.4175736713345|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|195|25.3|74.69|47.06|47.3584102564103|12.5760550595865|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells||Natural|170|6.28|24.95|16.9|16.9764705882353|4.5762994289739|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells||Restored|150|5.34|24.91|16.765|16.4554666666667|4.48675943008372|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|11|77.02|102.48|86.74|88.91|7.67605106809485|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|112|25.02|67.26|34.99|37.0811607142857|9.47169436458443|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|19|26.26|71.57|62.54|55.9905263157895|13.2985732207482|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells||Natural|43|6.56|24.79|20.01|19.0032558139535|4.67888454397608|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells||Restored|13|13.9|24.93|19.69|19.7130769230769|3.17497345032307|SCCF Oyster Restoration Monitoring|4012
35|Pinellas County Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|7|75|85|80|80.4285714285714|3.40867241298539|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|347|25|74|40|41.0864553314121|11.6821347646364|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells||Natural|170|4|24|16|15.4235294117647|5.96017646096786|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|2|79|81|80|80|1.4142135623731|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|644|25|70|38|39.0248447204969|10.389131963829|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells||Natural|418|2|24|16|15.299043062201|5.71371768864015|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
43|St. Martins Marsh Aquatic Preserve|2011|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|473|75.02|169.18|88.05|91.5719238900634|14.7066445513685|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2011|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|442|43.38|74.98|64.645|63.8323755656109|7.39561811884338|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2011|ShellHeight_mm|Dead Oyster Shells||Natural|1|6.71|6.71|6.71|6.71||Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2012|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|119|75.26|154.08|84.07|88.6900840336135|13.364675073618|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2012|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|148|32.7|74.96|63.375|61.8502702702703|9.85378734784373|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2012|ShellHeight_mm|Dead Oyster Shells||Natural|49|10.09|122.1|74.6|75.3140816326531|23.275235222439|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2013|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|304|75.05|169|92.645|96.4846710526316|17.3376114326186|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2013|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|76|30.22|74.99|67.875|66.2573684210526|7.60247702939352|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2013|ShellHeight_mm|Dead Oyster Shells||Natural|61|38.13|130.88|77.79|81.5572131147541|17.8564449738414|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|276|75.08|110.25|80.815|82.4857246376812|6.96316708377927|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data|5070
43|St. Martins Marsh Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|2558|25|74.96|50|50.5993901485536|12.2232051961569|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data|5070
43|St. Martins Marsh Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells||Natural|134|10.92|24.99|21.185|20.2367164179105|3.97204986303864|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data|5070
43|St. Martins Marsh Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|28|75|112|83|87.3928571428571|10.8246607532652|Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems|5074
43|St. Martins Marsh Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|121|34|74|56|55.7892561983471|9.8680359549819|Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems|5074
43|St. Martins Marsh Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells||Natural|1|22|22|22|22||Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems|5074
45|Tomoka Marsh Aquatic Preserve|2015|ShellHeight_mm|Live Oyster Shells||Natural|10|0|22.9|8.65|10.05|7.24342613838384|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
47|Yellow River Marsh Aquatic Preserve|2013|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|4|81|102|93|92.25|10.3400515794974|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
47|Yellow River Marsh Aquatic Preserve|2013|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|5|29|71|51|49.2|18.5256578830551|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
47|Yellow River Marsh Aquatic Preserve|2013|ShellHeight_mm|Live Oyster Shells||Natural|9|7|18|13|12.8888888888889|3.75647588986155|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
