ManagedAreaName|AreaID|ProgramID|ProgramName|ProgramLocationID|SampleDate|SpeciesGroup|ParameterName|Year|Month|SpeciesRichness
Apalachicola Bay Aquatic Preserve|2|5009|Apalachicola Emergent Marsh Vegetation Monitoring|PC3-8|2017-10-30T00:00:00Z|Marsh|Species Richness|2017|10|1
Apalachicola Bay Aquatic Preserve|2|5009|Apalachicola Emergent Marsh Vegetation Monitoring|PC3-8|2017-10-30T00:00:00Z|Marsh succulents|Species Richness|2017|10|1
Apalachicola Bay Aquatic Preserve|2|5009|Apalachicola Emergent Marsh Vegetation Monitoring|PC3-9|2014-11-04T00:00:00Z|Marsh|Species Richness|2014|11|1
Apalachicola Bay Aquatic Preserve|2|5009|Apalachicola Emergent Marsh Vegetation Monitoring|PC3-9|2014-11-04T00:00:00Z|Marsh succulents|Species Richness|2014|11|1
Apalachicola Bay Aquatic Preserve|2|5009|Apalachicola Emergent Marsh Vegetation Monitoring|PC3-9|2015-04-07T00:00:00Z|Marsh|Species Richness|2015|4|2
Apalachicola Bay Aquatic Preserve|2|5009|Apalachicola Emergent Marsh Vegetation Monitoring|PC3-9|2015-04-07T00:00:00Z|Marsh succulents|Species Richness|2015|4|1
Apalachicola Bay Aquatic Preserve|2|5009|Apalachicola Emergent Marsh Vegetation Monitoring|PC3-9|2015-10-12T00:00:00Z|Marsh|Species Richness|2015|10|1
Apalachicola Bay Aquatic Preserve|2|5009|Apalachicola Emergent Marsh Vegetation Monitoring|PC3-9|2015-10-12T00:00:00Z|Marsh succulents|Species Richness|2015|10|1
Apalachicola Bay Aquatic Preserve|2|5009|Apalachicola Emergent Marsh Vegetation Monitoring|PC3-9|2016-04-05T00:00:00Z|Marsh|Species Richness|2016|4|1
Apalachicola Bay Aquatic Preserve|2|5009|Apalachicola Emergent Marsh Vegetation Monitoring|PC3-9|2016-10-04T00:00:00Z|Marsh|Species Richness|2016|10|1
Apalachicola Bay Aquatic Preserve|2|5009|Apalachicola Emergent Marsh Vegetation Monitoring|PC3-9|2016-10-04T00:00:00Z|Marsh succulents|Species Richness|2016|10|1
Apalachicola Bay Aquatic Preserve|2|5009|Apalachicola Emergent Marsh Vegetation Monitoring|PC3-9|2017-04-18T00:00:00Z|Marsh|Species Richness|2017|4|1
Apalachicola Bay Aquatic Preserve|2|5009|Apalachicola Emergent Marsh Vegetation Monitoring|PC3-9|2017-04-18T00:00:00Z|Marsh succulents|Species Richness|2017|4|1
Apalachicola Bay Aquatic Preserve|2|5009|Apalachicola Emergent Marsh Vegetation Monitoring|PC3-9|2017-10-30T00:00:00Z|Marsh|Species Richness|2017|10|1
Apalachicola Bay Aquatic Preserve|2|5009|Apalachicola Emergent Marsh Vegetation Monitoring|PC3-9|2017-10-30T00:00:00Z|Marsh succulents|Species Richness|2017|10|1
Apalachicola National Estuarine Research Reserve|3|||||||||
Banana River Aquatic Preserve|4|||||||||
Big Bend Seagrasses Aquatic Preserve|5|620|Inventory and Monitoring Network Status and Trends|137-08-0010|2013-12-31T00:00:00Z|Marsh|Species Richness|2013|12|2
Big Bend Seagrasses Aquatic Preserve|5|620|Inventory and Monitoring Network Status and Trends|137-08-0011|2013-12-31T00:00:00Z|Marsh|Species Richness|2013|12|1
Big Bend Seagrasses Aquatic Preserve|5|620|Inventory and Monitoring Network Status and Trends|137-08-0012|2013-12-31T00:00:00Z|Marsh|Species Richness|2013|12|2
Big Bend Seagrasses Aquatic Preserve|5|620|Inventory and Monitoring Network Status and Trends|154-08-0010|2016-12-31T00:00:00Z|Marsh|Species Richness|2016|12|2
Big Bend Seagrasses Aquatic Preserve|5|620|Inventory and Monitoring Network Status and Trends|154-08-0011|2016-12-31T00:00:00Z|Marsh|Species Richness|2016|12|3
Big Bend Seagrasses Aquatic Preserve|5|620|Inventory and Monitoring Network Status and Trends|154-08-0012|2016-12-31T00:00:00Z|Marsh|Species Richness|2016|12|3
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|7|||||||||
Biscayne Bay Aquatic Preserve|6|||||||||
Boca Ciega Bay Aquatic Preserve|8|||||||||
Cape Haze Aquatic Preserve|9|||||||||
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|||||||||
Cockroach Bay Aquatic Preserve|11|906|Tampa Bay Critical Coastal Habitat Assessment|Little Manatee River|2015-08-17T00:00:00Z|Mangroves and associate|Species Richness|2015|8|2
Coupon Bight Aquatic Preserve|13|||||||||
Estero Bay Aquatic Preserve|14|||||||||
Florida Keys National Marine Sanctuary|15|||||||||
Fort Clinch State Park Aquatic Preserve|16|||||||||
Fort Pickens State Park Aquatic Preserve|17|||||||||
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|18|||||||||
Guana River Marsh Aquatic Preserve|19|651|Coastal Habitat Integrated Mapping and Monitoring Program (CHIMMP) Pilot Monitoring Data|Guana River-A|2021-02-20T00:00:00Z|Marsh|Species Richness|2021|2|1
Guana River Marsh Aquatic Preserve|19|651|Coastal Habitat Integrated Mapping and Monitoring Program (CHIMMP) Pilot Monitoring Data|Guana River-A1|2021-02-20T00:00:00Z|Marsh|Species Richness|2021|2|1
Guana River Marsh Aquatic Preserve|19|651|Coastal Habitat Integrated Mapping and Monitoring Program (CHIMMP) Pilot Monitoring Data|Guana River-A2|2021-02-20T00:00:00Z|Marsh|Species Richness|2021|2|1
Guana River Marsh Aquatic Preserve|19|651|Coastal Habitat Integrated Mapping and Monitoring Program (CHIMMP) Pilot Monitoring Data|Guana River-A3|2021-02-20T00:00:00Z|Marsh|Species Richness|2021|2|1
Guana River Marsh Aquatic Preserve|19|651|Coastal Habitat Integrated Mapping and Monitoring Program (CHIMMP) Pilot Monitoring Data|Guana River-B|2021-02-20T00:00:00Z|Marsh|Species Richness|2021|2|3
Guana River Marsh Aquatic Preserve|19|651|Coastal Habitat Integrated Mapping and Monitoring Program (CHIMMP) Pilot Monitoring Data|Guana River-B1|2021-02-20T00:00:00Z|Marsh|Species Richness|2021|2|1
Guana River Marsh Aquatic Preserve|19|651|Coastal Habitat Integrated Mapping and Monitoring Program (CHIMMP) Pilot Monitoring Data|Guana River-B2|2021-02-20T00:00:00Z|Marsh|Species Richness|2021|2|2
Guana River Marsh Aquatic Preserve|19|651|Coastal Habitat Integrated Mapping and Monitoring Program (CHIMMP) Pilot Monitoring Data|Guana River-B3|2021-02-20T00:00:00Z|Marsh|Species Richness|2021|2|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2012-11-02T00:00:00Z|Marsh|Species Richness|2012|11|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2013-08-29T00:00:00Z|Marsh|Species Richness|2013|8|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2014-01-27T00:00:00Z|Marsh|Species Richness|2014|1|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2014-02-21T00:00:00Z|Marsh|Species Richness|2014|2|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2014-03-11T00:00:00Z|Marsh|Species Richness|2014|3|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2014-04-21T00:00:00Z|Marsh|Species Richness|2014|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2014-05-06T00:00:00Z|Marsh|Species Richness|2014|5|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2014-07-22T00:00:00Z|Marsh|Species Richness|2014|7|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2014-08-20T00:00:00Z|Marsh|Species Richness|2014|8|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2014-09-04T00:00:00Z|Marsh|Species Richness|2014|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2014-10-02T00:00:00Z|Marsh|Species Richness|2014|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2014-12-18T00:00:00Z|Marsh|Species Richness|2014|12|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2015-05-13T00:00:00Z|Marsh|Species Richness|2015|5|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2015-09-04T00:00:00Z|Marsh|Species Richness|2015|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2016-05-03T00:00:00Z|Marsh|Species Richness|2016|5|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2017-09-29T00:00:00Z|Marsh|Species Richness|2017|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A01|2018-10-03T00:00:00Z|Marsh|Species Richness|2018|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2012-11-02T00:00:00Z|Marsh|Species Richness|2012|11|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2013-08-29T00:00:00Z|Marsh|Species Richness|2013|8|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2014-01-27T00:00:00Z|Marsh|Species Richness|2014|1|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2014-02-21T00:00:00Z|Marsh|Species Richness|2014|2|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2014-03-11T00:00:00Z|Marsh|Species Richness|2014|3|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2014-04-21T00:00:00Z|Marsh|Species Richness|2014|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2014-05-06T00:00:00Z|Marsh|Species Richness|2014|5|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2014-07-22T00:00:00Z|Marsh|Species Richness|2014|7|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2014-08-20T00:00:00Z|Marsh|Species Richness|2014|8|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2014-09-04T00:00:00Z|Marsh|Species Richness|2014|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2014-10-02T00:00:00Z|Marsh|Species Richness|2014|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2014-12-18T00:00:00Z|Marsh|Species Richness|2014|12|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2015-05-13T00:00:00Z|Marsh|Species Richness|2015|5|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2015-09-04T00:00:00Z|Marsh|Species Richness|2015|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2016-05-03T00:00:00Z|Marsh|Species Richness|2016|5|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2016-10-27T00:00:00Z|Marsh|Species Richness|2016|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2017-09-29T00:00:00Z|Marsh|Species Richness|2017|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2018-04-24T00:00:00Z|Marsh|Species Richness|2018|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2018-10-03T00:00:00Z|Marsh|Species Richness|2018|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2019-04-15T00:00:00Z|Marsh|Species Richness|2019|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2019-10-08T00:00:00Z|Marsh|Species Richness|2019|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2020-04-16T00:00:00Z|Marsh|Species Richness|2020|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2020-10-08T00:00:00Z|Marsh|Species Richness|2020|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2021-04-21T00:00:00Z|Marsh|Species Richness|2021|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A02|2021-09-29T00:00:00Z|Marsh|Species Richness|2021|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2012-11-02T00:00:00Z|Marsh|Species Richness|2012|11|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2013-08-29T00:00:00Z|Marsh|Species Richness|2013|8|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2014-01-27T00:00:00Z|Marsh|Species Richness|2014|1|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2014-02-21T00:00:00Z|Marsh|Species Richness|2014|2|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2014-03-11T00:00:00Z|Marsh|Species Richness|2014|3|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2014-04-21T00:00:00Z|Marsh|Species Richness|2014|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2014-05-06T00:00:00Z|Marsh|Species Richness|2014|5|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2014-07-22T00:00:00Z|Marsh|Species Richness|2014|7|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2014-08-20T00:00:00Z|Marsh|Species Richness|2014|8|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2014-09-04T00:00:00Z|Marsh|Species Richness|2014|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2014-10-02T00:00:00Z|Marsh|Species Richness|2014|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2014-12-18T00:00:00Z|Marsh|Species Richness|2014|12|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2015-05-13T00:00:00Z|Marsh|Species Richness|2015|5|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2015-09-04T00:00:00Z|Marsh|Species Richness|2015|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2016-05-03T00:00:00Z|Marsh|Species Richness|2016|5|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2016-10-27T00:00:00Z|Marsh|Species Richness|2016|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2017-09-29T00:00:00Z|Marsh|Species Richness|2017|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2018-04-24T00:00:00Z|Marsh|Species Richness|2018|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2018-10-03T00:00:00Z|Marsh|Species Richness|2018|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2019-04-15T00:00:00Z|Marsh|Species Richness|2019|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2019-10-08T00:00:00Z|Marsh|Species Richness|2019|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2020-04-16T00:00:00Z|Marsh|Species Richness|2020|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2020-10-08T00:00:00Z|Marsh|Species Richness|2020|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2021-04-21T00:00:00Z|Marsh|Species Richness|2021|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A03|2021-09-29T00:00:00Z|Marsh|Species Richness|2021|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2012-11-02T00:00:00Z|Marsh|Species Richness|2012|11|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2013-08-29T00:00:00Z|Marsh|Species Richness|2013|8|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2014-01-27T00:00:00Z|Marsh|Species Richness|2014|1|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2014-02-21T00:00:00Z|Marsh|Species Richness|2014|2|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2014-03-11T00:00:00Z|Marsh|Species Richness|2014|3|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2014-04-21T00:00:00Z|Marsh|Species Richness|2014|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2014-05-06T00:00:00Z|Marsh|Species Richness|2014|5|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2014-07-22T00:00:00Z|Marsh|Species Richness|2014|7|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2014-08-20T00:00:00Z|Marsh|Species Richness|2014|8|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2014-09-04T00:00:00Z|Marsh|Species Richness|2014|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2014-10-02T00:00:00Z|Marsh|Species Richness|2014|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2014-12-18T00:00:00Z|Marsh|Species Richness|2014|12|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2015-05-13T00:00:00Z|Marsh|Species Richness|2015|5|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2015-09-04T00:00:00Z|Marsh|Species Richness|2015|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2016-05-03T00:00:00Z|Marsh|Species Richness|2016|5|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2016-10-27T00:00:00Z|Marsh|Species Richness|2016|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2017-09-29T00:00:00Z|Marsh|Species Richness|2017|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2018-04-24T00:00:00Z|Marsh|Species Richness|2018|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2018-10-03T00:00:00Z|Marsh|Species Richness|2018|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2019-04-15T00:00:00Z|Marsh|Species Richness|2019|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2019-10-08T00:00:00Z|Marsh|Species Richness|2019|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2020-04-16T00:00:00Z|Marsh|Species Richness|2020|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2020-10-08T00:00:00Z|Marsh|Species Richness|2020|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2021-04-21T00:00:00Z|Marsh|Species Richness|2021|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A04|2021-09-29T00:00:00Z|Marsh|Species Richness|2021|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2012-11-02T00:00:00Z|Marsh|Species Richness|2012|11|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2013-08-29T00:00:00Z|Marsh|Species Richness|2013|8|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2014-01-27T00:00:00Z|Marsh|Species Richness|2014|1|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2014-02-21T00:00:00Z|Marsh|Species Richness|2014|2|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2014-03-11T00:00:00Z|Marsh|Species Richness|2014|3|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2014-04-21T00:00:00Z|Marsh|Species Richness|2014|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2014-05-06T00:00:00Z|Marsh|Species Richness|2014|5|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2014-07-22T00:00:00Z|Marsh|Species Richness|2014|7|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2014-08-20T00:00:00Z|Marsh|Species Richness|2014|8|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2014-09-04T00:00:00Z|Marsh|Species Richness|2014|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2014-10-02T00:00:00Z|Marsh|Species Richness|2014|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2014-12-18T00:00:00Z|Marsh|Species Richness|2014|12|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2015-05-13T00:00:00Z|Marsh|Species Richness|2015|5|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2015-09-04T00:00:00Z|Marsh|Species Richness|2015|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2016-05-03T00:00:00Z|Marsh|Species Richness|2016|5|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2016-10-27T00:00:00Z|Marsh|Species Richness|2016|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2017-09-29T00:00:00Z|Marsh|Species Richness|2017|9|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2018-04-24T00:00:00Z|Marsh|Species Richness|2018|4|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2018-10-03T00:00:00Z|Marsh|Species Richness|2018|10|1
Guana River Marsh Aquatic Preserve|19|4017|Guana Tolomato Matanzas NERR Emergent Intertidal Vegetation Monitoring|00A05|2019-04-15T00:00:00Z|Marsh|Species Richness|2019|4|1
